,text,newsela_score,Subordination,Complements,Coordination,Apposition,Passive verbs,Parataxis,Auxiliary Verbs,Negation,Prepositional Phrases,Modifiers,Mean word length,Mean sentence length,Basic english ratio,Syllables per sentence,Type token ratio,#nouns,#verbs,#adjectives,#adverbs,#pronouns,#commas,feature_sums
27,44221,620,0.1590915941048028,1.0676063759207892,0.05311902938610404,0.31743180462483594,0.18292271814226213,0.0,0.32485759802915903,0.48310296724519103,0.25003605340692947,0.1695485540447121,0.8927550167759385,0.4014455552553364,0.42281184881931505,0.33484844566285626,2.102076517629953,0.4588875205254515,0.5501249652874202,0.11099282832810399,0.25568664965986393,0.9212239583333334,0.1832901554404145,9.641860156622773
28,44508,560,0.29494141211610564,0.6230375547165367,0.08689223942788624,0.31155343787252415,0.05984508679962896,0.0,0.5395782896039878,0.2844939695999458,0.15269691492011658,0.25450752448106023,0.9281433139690329,0.34212992627475197,0.43472456103327833,0.2973015051983655,2.0552992746629233,0.44610837438423645,0.45267425715079146,0.2816046615867324,0.3176530612244898,0.3945673076923077,0.14296632124352332,8.700718993958226
30,44300,1130,0.484589338365204,0.87010417124206,0.6633773037701384,1.3053014724659202,0.2785891971706866,2.0502548734229964,0.3996093132255239,1.14778601528254,0.5128134076196527,0.5832745388637561,0.9631310814094923,0.691833609963845,0.4491865279301047,0.6383874434616689,2.2291747020222314,0.7899835796387521,0.7160356691042612,0.4792071318292744,0.7353080120937264,0.6172987891737892,0.8451712723085779,17.4504174503642
32,44357,890,0.18737454416787888,0.722929526299188,0.1706247610583948,2.2941662243340413,0.23502797724945193,0.0,0.421406184856007,0.3724284692944745,0.38015582584657603,0.446900974805554,0.9516769415959533,0.5031322445216941,0.4588818639084986,0.46540812569790757,2.2036849365817517,0.6314401622718052,0.6148455494388814,0.35816173174783134,0.2831132452981192,0.280118778280543,0.30188966778421217,12.283367735038766
33,44256,570,0.16293438623293816,0.29920578220576766,0.10200393324143167,0.3657366444590501,0.35126463991086565,0.0,0.2879172691562781,0.556618636173807,0.1664491215433569,0.3734621283145993,0.9470235152272156,0.32913548629630063,0.37581360281657017,0.3083565158919532,2.375728660652325,0.36670593274791174,0.379278702775799,0.297819266072925,0.470829636202307,0.2070443143812709,0.08367594052714576,8.807004114829818
34,44452,580,0.3122909069464648,0.885369156702447,0.11524654913593332,0.2951558885108123,0.7937348354477104,0.0,0.6854451477983674,0.4492010046314934,0.20665747883925553,0.21792850780463255,0.9238383820860596,0.3807402000863228,0.389604460821078,0.3361459210111773,2.0194145790775186,0.3928795342588446,0.6172830779328974,0.1798948698097062,0.32815398886827457,0.6431818181818182,0.18995525200188412,10.362121559952698
35,44508,830,0.3686056606581224,0.7771720317402999,0.15384199767560186,0.4137021060274501,0.2648880891131118,0.0,0.5970743368568718,0.25184712062946024,0.2751762904707956,0.4289398568334641,0.9493456498038289,0.46113571070146514,0.4352262475407876,0.4175803215818992,2.1206857635525247,0.5426988036593947,0.5852094656246281,0.3669558814112826,0.5414540816326531,0.48592032967032966,0.18656319393042192,10.624022939114392
36,44508,1220,0.7149818132721695,1.006101314434599,0.2469568910055714,0.885467665532437,0.25512905425104976,0.0,0.7493425768304185,0.269520602778896,0.5812241592354062,0.6885613491274029,0.9860471867456749,0.7144092330258232,0.4801263946450032,0.6750293724276035,2.3003274038798236,0.8643349753694581,0.8150831118340144,0.47840174169174615,0.8869533527696793,0.5831043956043955,0.4556069578090304,14.6367095522702
37,44221,810,0.2918128146876802,0.9526624905203677,0.29229979558364355,0.13790070200915006,0.10595523564524473,0.0,0.42337998431669094,0.9234394423080209,0.3524187579713698,0.25129809794283753,0.8803546829963521,0.5184850757379418,0.4660633484162896,0.43757712571399016,2.05910494890838,0.5252726952850105,0.6441514261911374,0.16988698213485307,0.45121173469387754,1.1783567994505495,0.4025837342709104,11.4642158747843
38,42157,920,0.4814484815424665,0.7009172490561038,0.404048913339671,0.2336650784043931,0.35907052079777374,0.8257971017953736,0.4966572892945797,0.42674095439991866,0.4130996894713868,0.4037859763401436,0.9354422364527141,0.5330117456331357,0.4081442593015293,0.4807997450260299,2.1099526524301866,0.5842871631411185,0.613689824721891,0.4309133335091096,0.3928196278511404,0.6302672511312217,0.4447481712892411,12.30930726492913
41,44352,540,0.12286855355270747,0.22563058986008705,0.1230735981404815,0.13790070200915006,0.10595523564524473,0.0,0.3473887050803618,0.6715923216785606,0.20276147718900728,0.31628898534184724,0.8780975764320145,0.34208393179652724,0.37952848338605016,0.2900671608675649,2.077346205657836,0.4059977530031977,0.3681287361697774,0.28707919507419377,0.36730218403150733,0.4177209851551957,0.07717480229070084,8.143987182362011
42,44107,1030,0.4684363604196972,0.9628762209255568,0.4518396450250084,0.31155343787252415,0.4189156075974027,0.0,0.5150520037128975,1.232807201599765,0.4689976672546438,0.5334869263160686,1.0279224717261488,0.6346885996456714,0.4067336224606254,0.6336242250482151,1.9797175009451493,0.6657484668744346,0.6976803495627631,0.6135347011955836,0.8398063306955434,0.5414540816326531,0.46009569630961195,13.864971116819962
43,44418,570,0.09759090842077026,0.6371974991419126,0.13685527709892084,0.0,0.20197716794874776,0.0,0.34490089534345814,0.0,0.29448690734593913,0.20923455137625624,0.9225741489254904,0.33768445996633445,0.3114393025372254,0.2844899124947432,2.3468753019615423,0.4000428357249946,0.4664102966567258,0.17372790520920622,0.20402617568766634,0.36972198996655514,0.0717222347375535,7.810957770544041
44,41496,610,0.2056549875013305,0.6340892186582934,0.09155474983621184,0.2051693371355647,0.23646107467170469,0.0,0.48454369687276067,0.12489979153168353,0.22266083238351497,0.3029737791430257,0.9555645452199351,0.3968940183476795,0.3642218072825652,0.3537560992430904,2.381324847678409,0.49567597153804044,0.5828704989354809,0.3171223666517257,0.24064625850340132,0.453525641025641,0.04582253886010362,9.095432061020162
46,44581,1030,0.5465090871563134,0.8411006988673246,0.4066556805225076,0.42059714112790764,0.700187515555659,0.0,0.551841432549533,0.5120891452799025,0.461362821508638,0.4008493510576699,0.9703495463468402,0.6062647160998957,0.43065115094902817,0.5679333662251472,2.1225641157893067,0.6970443349753694,0.7707794843312755,0.35127400613729615,0.4720368916797488,0.7718657544378698,0.35953068951773615,12.96148693011497
47,44384,560,0.09185026674896024,0.5697295286445336,0.1656063857331479,0.1649400553442775,0.19009615806940966,0.0,0.33759711167736134,0.5020481816469632,0.27138989500508115,0.23320259596115248,0.8731877835315344,0.35111856144781606,0.29976032869207947,0.28902943787560026,2.1377277353689568,0.35563486478335177,0.44747774144370334,0.2174553371326119,0.3830695543523532,0.4026197017268446,0.15710584752035528,8.440647072706094
48,44472,400,0.15295881156561542,0.37451608112830775,0.07660703557723847,0.5150169075035603,0.06595172830979518,0.0,0.16217380874925053,0.5225399441631657,0.21034779096138512,0.24811487080492686,0.7971555655382699,0.317678698452786,0.32914859621091075,0.25586947135963994,2.2274399357171557,0.32149391776415,0.35605755770789294,0.24075412325396317,0.309402332361516,0.5831043956043955,0.1122184625145395,8.178550035248465
50,44384,950,0.34934237048248606,0.6998372532948464,0.206774074841953,0.7128765103862841,0.16432040782271004,3.02325718623391,0.2805973385845083,0.3471790815456966,0.43923470926173974,0.4613985825174893,0.9482827842520519,0.5392329907325853,0.42526551821367664,0.49224218599380243,2.179767407532369,0.6362113748320645,0.57012950947969,0.4981704087038018,0.48566790352504635,0.47001748251748254,0.44989401789919925,14.379699098653392
51,44300,1020,0.41332620037032103,0.7196583519720424,0.4968191571994437,0.9896403320656649,0.23762019758676206,1.7487468038019676,0.3700583724155692,0.9789939542115781,0.4027541526937109,0.4936121614511061,0.974977289491604,0.5836370754732587,0.47231144226693195,0.5433554273103232,2.172400532037937,0.66385174759559,0.643683632853308,0.3865872660135322,0.6531827016520894,0.4751221001221001,0.637151492721441,15.057490391306281
52,44442,640,0.14870995568879275,0.5340321897570315,0.14895812473351924,0.26704580389073496,0.5642536755393588,0.0,0.3994280845120429,0.6502719305141618,0.31785888411942637,0.2601010964476769,0.8614168697829475,0.3868060217916925,0.42319105227117093,0.33475845683037503,2.121836036895674,0.3908019058386497,0.4599405447484988,0.2869697481832009,0.37872198059551687,0.6356793820933165,0.20732820861292786,9.778109952846716
54,44395,560,0.12611748165145695,0.4705458455201816,0.14437479781864176,0.1617681312030414,0.18644046272192102,0.0,0.39477887097774284,0.39391472713838654,0.21520197075280167,0.2693788961038441,0.9342583510689413,0.33974900802950586,0.3974413321594331,0.31188292831227565,2.2287307657630584,0.38124057504775305,0.4186082097376579,0.2718191714157649,0.42726988754685546,0.45815345368916793,0.14588400126890136,8.677558867927333
56,44395,400,0.0161529779455068,0.39550189601911817,0.03235986847659211,0.0,0.11143567886827462,0.0,0.3996093132255239,0.3531649277792431,0.14216609320148788,0.22328478440878163,0.9190427418924176,0.2753919383706497,0.3769161929399318,0.24846390273516514,2.2398042199875694,0.313058508339815,0.34744734649731795,0.2203165915685673,0.3799677765843179,0.38191632928475033,0.10611535314971365,7.482116441274744
57,44089,360,0.12373790652595774,0.20197958463366283,0.12394440190090943,0.6348636092496719,0.24389695752301616,0.0,0.17492332201570104,0.1932411868980764,0.18891612924079115,0.21442905364478299,0.8730905032526205,0.29115831480057364,0.318585856580954,0.24068551579801775,2.2045049733981035,0.35120310723758996,0.3355157755324376,0.1975916284522291,0.19436813186813184,0.43172152366863903,0.09516988840175368,7.633527370623619
58,44400,820,0.28324059002121227,0.7112902316002745,0.3273614601701761,0.39125315453758847,0.2254628851520905,0.0,0.5852085889362489,0.47636199560921155,0.3492751691777418,0.35649265057007185,0.9628462737601753,0.48466681429323105,0.3934762484465749,0.4570580164267805,2.2960959359973923,0.5062743064557946,0.6390549408789956,0.36051805893038286,0.5129564983888292,0.5728744939271254,0.26046495773111533,11.152233271011013
60,44453,1220,0.5492012501472312,0.6591698266985302,0.4692180929105857,1.1602679755252623,0.3900248760389612,0.0,0.5023659937692301,0.6180386236136753,0.43665300054742706,0.5468198801847713,0.9848296539131004,0.6750839541436677,0.4691532436339558,0.6591573992655047,2.3088392129252204,0.8559704433497536,0.6931574562621494,0.5251546391752577,0.6641836734693878,0.3401442307692308,0.5168782383419689,14.02431166468487
61,44472,570,0.17034049469807172,0.5213434083888375,0.2132809513229935,0.7647220747780139,0.07344624289045373,0.0,0.2107030924280035,0.6983033799271396,0.30117979160380143,0.33037034427829937,0.8076560543897875,0.3947092806320042,0.3645848840017335,0.3239917929619477,2.1254087913016537,0.3965407772304324,0.41390354531148754,0.2959808755416106,0.38503401360544215,0.7105235042735043,0.20772884283246976,9.709752142397688
62,44621,820,0.20298908951520214,0.8156127989016481,0.1407654278731757,0.14019904704263586,0.26930289059833035,0.0,0.3090312022277385,0.7681337179198536,0.32393559808053307,0.3039407167360354,0.9774770496151839,0.45001695625561766,0.39464244953859196,0.4211091693699152,2.005922234685673,0.5850193525686136,0.505216804855794,0.278614650701159,0.34807762390670555,0.36444024725274726,0.16692496299037748,9.771371990635531
64,44352,790,0.2706521193536028,0.40780639945082403,0.2502496495523124,0.373864125447029,0.14362820831910952,0.0,0.42675737450497225,0.9103807027198266,0.35338428881512696,0.3817612867215904,0.9054791137616149,0.4856839998693552,0.38243932131172487,0.4205662697102205,2.2667513008795797,0.5969559176455728,0.5078076602653109,0.3610316174188877,0.48129251700680264,0.5232988165680473,0.19738939816660023,10.647180087488112
65,44271,1210,0.502712191669919,1.0070828766925837,0.6866606237715888,0.615508011406694,0.7882035822390157,1.450180276323583,0.678361175621865,0.6244989576584176,0.5458781697144238,0.7284263200672746,0.961402014988642,0.7778816129759687,0.44696002468200596,0.7321017785243122,2.0664297743775495,0.759411459683692,0.8872316169485085,0.8311944136450494,0.7979323308270677,0.5012651821862348,0.6801029451868013,17.069425339191195
66,44482,1220,0.5664811800424245,0.640161208440247,0.4801301415829249,3.1300252363007077,0.15030859010139366,0.0,0.38500565061595327,0.5954524945115145,0.5341855528600756,0.7191317261499726,0.9355977895650975,0.8020287140439588,0.6354220004071637,0.7159227336950457,2.3231878437166547,1.1042649727767695,0.6762814422894224,0.6909929462832339,0.550953276047261,0.6623861336032388,0.6511623943277883,16.94908202736085
67,44357,1070,0.36033566186130556,0.9116825756953518,0.1985153470006324,1.6176813120304139,0.24858728362922802,0.0,0.47118768471537054,0.7878294542767731,0.47004640980217216,0.5082620681204606,0.9534957918485061,0.6183757621324436,0.5035915471128132,0.579958462552203,2.1416769268653044,0.7819019061897622,0.6868019752967172,0.4715471712821312,0.4865239574090505,0.29577759197324416,0.41837970263572877,13.512158592429612
68,44331,810,0.29667636159914157,1.1469554984554426,0.18768723716423427,0.2803980940852717,0.9156298280343231,0.9909565221544483,0.6953202050124117,0.8534819087998373,0.24540575612161597,0.38322959936282724,0.9693973613324481,0.4605505130990521,0.3332572472038347,0.431303618535295,2.0417119314820025,0.39084271639690354,0.682042686555322,0.502865467119165,0.48988702623906705,0.5588083791208791,0.15710584752035528,13.01351380539388
69,44322,910,0.225543432794669,0.9062364432240534,0.4344611971394312,0.6231068757450483,0.23938034719851584,1.1010628023938314,0.3801574313119005,0.09483132319998193,0.35992844231170346,0.36707816030922147,0.9849570411601241,0.4961539352298607,0.4515106555165903,0.4646159416541665,2.364277935200218,0.6552216748768472,0.5328353235212441,0.35010309278350515,0.2310204081632653,0.3809615384615385,0.340919689119171,11.984363691314886
70,44453,860,0.27199530605014677,0.7893027086144981,0.2421770802119152,0.949735479966243,0.3648619808106411,0.0,0.45927448257348236,0.6607601874579386,0.2992366961740995,0.3580788247661567,0.9522840076205871,0.48746960281005136,0.42644252016687145,0.45326089366072814,2.2435339021104626,0.592487684729064,0.5599486253818384,0.2922056092719473,0.4769952623906705,0.4494763049450549,0.31421169504071056,11.643738854753106
71,44621,610,0.16293438623293816,0.797882085882047,0.061202359944859,0.18286832222952504,0.49177049587521193,0.0,0.3311048595297198,1.113237272347614,0.24327179302490626,0.2125861345790796,0.9248701426199955,0.3604817230864245,0.37705701722274143,0.3208756342193988,1.9510744590246674,0.4213949843260188,0.5036858448410795,0.19892221180880973,0.29533858998144713,0.37106643356643354,0.1499646726330664,9.471589422975985
72,44418,830,0.29585454342296663,0.7512223147778337,0.1975655128044571,0.14757794425540616,0.340172072334733,0.0,0.5111794322564095,0.17968040185259734,0.37714989888164135,0.35703181065865336,0.9472749707784553,0.4482613634483785,0.3657206624565675,0.40032817684048744,2.207410858429833,0.5402093596059113,0.5304776450985837,0.32618300569891784,0.309402332361516,0.37658825549450553,0.2160205403404885,9.825311101798343
73,44331,1210,0.7843585569818187,1.52927399794059,0.5019542389276033,0.7825063090751769,0.9770058356590589,1.3827300309131836,0.9856144655768404,1.4290859868276347,0.5136399546731497,0.6576674760516843,0.971031197853154,0.7797833077487225,0.3751011599676288,0.7375392413927562,2.099104616346407,0.6791714033093342,1.0458419669749857,0.8293969589352824,0.7959837781266352,0.9244945759368837,0.6062674372259865,19.38755249644452
74,44331,570,0.23920154574622834,0.8134436159258458,0.07986690943158906,0.1789775068629394,0.27503273933446504,0.0,0.3663287807562858,0.8716410983487701,0.1942360452707258,0.2642962754226395,0.9770733322011667,0.35526814444674487,0.29305483666665594,0.3308562138218684,2.052261270344232,0.3231751007613077,0.5519110853045871,0.4410883827064912,0.360969387755102,0.4483719405594405,0.0749823363165332,9.492036547983618
75,44266,820,0.2542940242278356,0.764636998970295,0.17428100593821755,1.0815355057574767,0.2769972589011398,0.0,0.26488388762377585,0.5852447374627456,0.3617982004535824,0.27562325865503834,0.9517444699392157,0.458794920291813,0.4572943605128038,0.4401142058230213,1.999445722945667,0.576086641553173,0.513141774343728,0.2574287446937538,0.35035264105642255,0.47019937782805427,0.3234532154830844,10.837350952460845
76,43993,890,0.32716190251534405,0.9952418081835587,0.5064576240939654,0.26704580389073496,0.3077747321123775,0.0,0.6516984536775438,0.5689879391998915,0.3272076748288213,0.43629861339610326,0.931718838788778,0.5380413156149444,0.4001118256692264,0.48665306141641945,2.179120066276111,0.48412897447380204,0.7201635909217137,0.6296320443339717,0.49879406307977736,0.7916083916083916,0.45989166274140364,12.507738386822883
77,43993,660,0.4146813682403877,0.8523822283603288,0.1999945969782824,0.0,0.2648880891131118,0.0,0.6187861309243944,0.8394904020982007,0.25586567359565204,0.3639489694344544,0.8925269460759502,0.42037367080924737,0.34124629080118696,0.3645664818240029,2.1796499220224903,0.35332936979785967,0.6422641220350669,0.4527195165303946,0.46054714989444057,0.5512682360742706,0.29389628372342325,10.762425448333147
79,44581,1170,0.5855454505246215,0.8920764987986777,0.4887688467818601,0.7009952352131793,0.6059315038462433,0.0,0.5242493609220563,0.5334261929998984,0.5644332390797168,0.47353082679889574,0.9849741356639914,0.6576060524182653,0.42702951986546733,0.6304177658235488,2.1243683058169123,0.7621018062397372,0.7858928075534575,0.34672045420588676,0.5615079365079365,0.8163461538461538,0.4643350604490501,13.930257153355557
80,44442,510,0.05405034927919584,0.5587731915552155,0.12632794809131154,0.1617681312030414,0.559321388165763,0.0,0.3311048595297198,0.6893507724921764,0.2774972780759811,0.20330482724818424,0.8487437687974008,0.3537937504874185,0.37113183552352697,0.2970953756767798,2.215024387076293,0.35278978586508497,0.44266615282602906,0.2795854334562153,0.2504685547688463,0.6108712715855573,0.16832769377180923,9.15199675547555
81,44352,400,0.09066510201671558,0.17265996750942145,0.0302721350264894,0.0,0.10424628023161174,0.0,0.2670200480078385,0.6607601874579386,0.16624260898561083,0.2898733343345078,0.8659738775252279,0.29216238265556127,0.40083669796176485,0.2437629696128601,2.1242642150175604,0.3284378391917842,0.3116930796059475,0.2515479111745892,0.41603251470079555,0.3459093872229465,0.0559190304733468,7.418279568712519
84,44428,1060,0.48354721075581647,0.739971289326092,0.2421770802119152,0.949735479966243,0.1563694203474176,0.9589901827301112,0.48063608641410943,0.49557014059345394,0.5129771934413133,0.532855393997257,0.9108823225739298,0.646483751320282,0.4670351702992653,0.5772767242068437,2.1599039645407534,0.7375996417375728,0.703016838756911,0.4774133083411434,0.4594155844155844,0.7050262237762238,0.5998586905322656,13.996741698284504
85,44357,590,0.10409696898215492,0.594717665865785,0.06951379154230898,0.7788835946813103,0.17953526039888687,0.0,0.5150520037128975,0.18966264639996386,0.20723152739158682,0.30834565465974606,0.9171125217198203,0.3552383525688038,0.3843798799288414,0.31354988879118606,2.0706772344441005,0.4098620689655172,0.5375506803665648,0.19027341999103542,0.3898469387755102,0.25850961538461537,0.1099740932642487,8.884013807834883
